Laboratório,EAN 1,Produto (Dosagem),Classe Terapêutica
Germed,7896004785844,Cloridrato de ondansetrona (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Germed,7896004785851,Cloridrato de ondansetrona (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Germed,7896004785868,Cloridrato de ondansetrona (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Germed,7896004785875,Cloridrato de ondansetrona (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Germed,7896004785783,Cloridrato de ondansetrona (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Germed,7896004785837,Cloridrato de ondansetrona (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Biolab Sanus,7896112401650,Vonau (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Biolab Sanus,7896112401643,Vonau (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Biolab Sanus,7896241296523,Vonau (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Biolab Sanus,7896241296400,Vonau (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Biolab Sanus,7896112401599,Vonau (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Biolab Sanus,7896112401605,Vonau (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Biolab Sanus,7896112406648,Vonau (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Biolab Sanus,7896112401551,Vonau (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Biolab Sanus,7896112401582,Vonau (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Biolab Sanus,7896112400387,Cloridrato de ondansetrona (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Biolab Sanus,7896112400394,Cloridrato de ondansetrona (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Biolab Sanus,7896112406945,Cloridrato de ondansetrona (4mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Biolab Sanus,7896112406952,Cloridrato de ondansetrona (8mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Biolab Sanus,7896112406969,Cloridrato de ondansetrona (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Biolab Sanus,7896112406976,Cloridrato de ondansetrona (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Biolab Sanus,7896112406945,Cloridrato de ondansetrona (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Biolab Sanus,7896112406815,Listo (4mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Biolab Sanus,7896112406822,Listo (8mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Biolab Sanus,7896112427452,Listo (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Biolab Sanus,7896112427469,Listo (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Biolab Sanus,7896112406792,Listo (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Biolab Sanus,7896112406808,Listo (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Hipolabor,7898470682689,Cloridrato de ondansetrona (2 mg / 2 ml),"Antieméticos e antinauseantes, antagonistas da serotonina"
Hipolabor,7898470682672,Cloridrato de ondansetrona (2 mg / 4 ml),"Antieméticos e antinauseantes, antagonistas da serotonina"
Blau,7896014679218,Ontrax (2 mg / 2 ml),"Antieméticos e antinauseantes, antagonistas da serotonina"
Blau,7896014679232,Ontrax (2 mg / 4 ml),"Antieméticos e antinauseantes, antagonistas da serotonina"
Blau,7896014679546,"Cloridrato de ondansetrona (4,0 mg)","Antieméticos e antinauseantes, antagonistas da serotonina"
Blau,7896014679553,"Cloridrato de ondansetrona (4,0 mg)","Antieméticos e antinauseantes, antagonistas da serotonina"
Blau,7896014679539,"Cloridrato de ondansetrona (4,0 mg)","Antieméticos e antinauseantes, antagonistas da serotonina"
Blau,7896014679577,"Cloridrato de ondansetrona (8,0 mg)","Antieméticos e antinauseantes, antagonistas da serotonina"
Blau,7896014679584,"Cloridrato de ondansetrona (8,0 mg)","Antieméticos e antinauseantes, antagonistas da serotonina"
Blau,7896014679591,"Cloridrato de ondansetrona (8,0 mg)","Antieméticos e antinauseantes, antagonistas da serotonina"
Multilab,7896472521791,Cloridrato de ondansetrona (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Multilab,7896472522064,Cloridrato de ondansetrona (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Multilab,7896472522071,Cloridrato de ondansetrona (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Multilab,7896472522088,Cloridrato de ondansetrona (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Multilab,7896472521807,Cloridrato de ondansetrona (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Multilab,7896472522095,Cloridrato de ondansetrona (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Multilab,7896472522101,Cloridrato de ondansetrona (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Multilab,7896472522118,Cloridrato de ondansetrona (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Multilab,7896472522125,Cloridrato de ondansetrona (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Multilab,7896472522132,Cloridrato de ondansetrona (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Prati Donaduzzi,7899547536690,Cloridrato de ondansetrona (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Prati Donaduzzi,7899547537031,Cloridrato de ondansetrona (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Prati Donaduzzi,7899547537048,Cloridrato de ondansetrona (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Prati Donaduzzi,7899547536706,Cloridrato de ondansetrona (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Prati Donaduzzi,7899547537055,Cloridrato de ondansetrona (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Prati Donaduzzi,7899547537062,Cloridrato de ondansetrona (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687733495,Cloridrato de ondansetrona (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687733501,Cloridrato de ondansetrona (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687733518,Cloridrato de ondansetrona (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687733525,Cloridrato de ondansetrona (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687733532,Cloridrato de ondansetrona (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687733549,Cloridrato de ondansetrona (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687733556,Cloridrato de ondansetrona (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687733563,Cloridrato de ondansetrona (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687733570,Cloridrato de ondansetrona (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687731538,Cloridrato de ondansetrona (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687731545,Cloridrato de ondansetrona (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687731552,Cloridrato de ondansetrona (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687731569,Cloridrato de ondansetrona (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687731576,Cloridrato de ondansetrona (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687731583,Cloridrato de ondansetrona (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687731590,Cloridrato de ondansetrona (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687731606,Cloridrato de ondansetrona (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687731613,Cloridrato de ondansetrona (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687731620,Cloridrato de ondansetrona (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687731637,Cloridrato de ondansetrona (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687731644,Cloridrato de ondansetrona (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687731651,Cloridrato de ondansetrona (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687731668,Cloridrato de ondansetrona (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687731675,Cloridrato de ondansetrona (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687731682,Cloridrato de ondansetrona (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687731699,Cloridrato de ondansetrona (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687731705,Cloridrato de ondansetrona (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687731712,Cloridrato de ondansetrona (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687731729,Cloridrato de ondansetrona (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687731736,Cloridrato de ondansetrona (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687731743,Cloridrato de ondansetrona (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687731750,Cloridrato de ondansetrona (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687731767,Cloridrato de ondansetrona (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687731774,Cloridrato de ondansetrona (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687731781,Cloridrato de ondansetrona (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687731798,Cloridrato de ondansetrona (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687735390,Enjovix flash (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687735406,Enjovix flash (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687735413,Enjovix flash (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687735420,Enjovix flash (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687735437,Enjovix flash (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687735444,Enjovix flash (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687735451,Enjovix flash (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687735468,Enjovix flash (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687735475,Enjovix flash (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687735307,Enjovix flash (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687735314,Enjovix flash (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687735321,Enjovix flash (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687735338,Enjovix flash (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687735345,Enjovix flash (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687735352,Enjovix flash (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687735369,Enjovix flash (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687735376,Enjovix flash (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687735383,Enjovix flash (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687735574,Enjovix flash (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687735581,Enjovix flash (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687735598,Enjovix flash (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687735604,Enjovix flash (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687735611,Enjovix flash (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687735628,Enjovix flash (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687735635,Enjovix flash (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687735642,Enjovix flash (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687735659,Enjovix flash (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687735482,Enjovix flash (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687735499,Enjovix flash (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687735505,Enjovix flash (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687735512,Enjovix flash (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687735529,Enjovix flash (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687735536,Enjovix flash (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687735543,Enjovix flash (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687735550,Enjovix flash (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Althaia,7898687735567,Enjovix flash (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Pharlab,7898216365562,Cloridrato de ondansetrona (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Pharlab,7898216365579,Cloridrato de ondansetrona (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Pharlab,7898216365586,Cloridrato de ondansetrona (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Pharlab,7898216366071,Cloridrato de ondansetrona (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Geolab,7899095203853,Ondrau (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Geolab,7899095203846,Ondrau (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Geolab,7899095204126,Cloridrato de ondansetrona (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Geolab,7899095204133,Cloridrato de ondansetrona (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Brainfarma,7896714292472,Cloridrato de ondansetrona (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Brainfarma,7896714292465,Cloridrato de ondansetrona (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Brainfarma,7896714292489,Cloridrato de ondansetrona (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Brainfarma,7896714292458,Cloridrato de ondansetrona (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Brainfarma,7896714292441,Ondavon (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Brainfarma,7896714292434,Ondavon (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Brainfarma,7896714292427,Ondavon (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Brainfarma,7896714292410,Ondavon (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Arese Pharma Ltda,7899824401161,Jofix (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Arese Pharma Ltda,7899824401154,Jofix (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Arese Pharma Ltda,7899824400065,Jofix (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Arese Pharma Ltda,7899824400072,Jofix (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Legrand Pharma,7896004774909,Volig (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Legrand Pharma,7896004774916,Volig (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Legrand Pharma,7896004774923,Volig (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Legrand Pharma,7896004774930,Volig (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Legrand Pharma,7896004774947,Volig (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Legrand Pharma,7896004774688,Volig (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Legrand Pharma,7896004774695,Volig (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Legrand Pharma,7896004774701,Volig (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Legrand Pharma,7896004783277,Volig (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Legrand Pharma,7896004783284,Volig (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Medley,7891058001964,Cloridrato de ondansetrona (4 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Medley,7891058001971,Cloridrato de ondansetrona (8 mg),"Antieméticos e antinauseantes, antagonistas da serotonina"
Fresenius Kabi Brasil Ltda,7899498608910,Cloridrato de granisetrona (1 mg / 3 ml),"Antieméticos e antinauseantes, antagonistas da serotonina"
Eurofarma,7891317462789,Cloridrato de granisetrona (1 mg / 3 ml),"Antieméticos e antinauseantes, antagonistas da serotonina"
Halex Istar Industria Farmaceutica Sa,7896727870469,"Quevatryl (0,06 mg / 50 ml)","Antieméticos e antinauseantes, antagonistas da serotonina"
